trainEx24 lowToMid F T F T T T T T T F T T T T T T F T F F
trainEx25 lowToMid F T F T T T T F F F T T F T T F F T F F
trainEx26 lowToMid F T F F F T F F F F T T T T T T F F F F
trainEx27 midToHigh F T T F F T T F F F T T T T T T F T T T
trainEx28 midToHigh T T F T T T T F F F T T F T T T T T T F
trainEx29 lowToMid F T F F F T F F F F T T F T T F F F F F
trainEx30 lowToMid F T T F F T T T T F T T F T F F F F F F
trainEx31 midToHigh F F F T F F F F F F T F T T F F F T T T
trainEx32 midToHigh F T F F F F F F F  F T F T T T T F T T T
trainEx33 midToHigh T F F T F T T F F F T T T T T T F F F F
trainEx34 midToHigh F T F F F T T F F F T T T T T F F F F F
trainEx35 midToHigh T F F T F F F F F F T T F T T T T F F F
trainEx36 midToHigh F T F T T T T F F F T T T T T F F T F F
trainEx37 lowToMid F T T F T T T F F F T T F T F F F F F F
trainEx38 lowToMid F T F T F T F F F F T T F T F F F F F F
trainEx39 midToHigh T T F T T T T F F F T T F T T T F T T T
trainEx40 lowToMid F T F F T T T T F F T T F T T T F F F F
trainEx41 midToHigh F F F T F F F F F F T F T T T T F T T T
trainEx42 lowToMid F T T F T T T T F F T T F T T T F T F F
trainEx43 lowToMid F T T F T T  	   T F F F T T F F F F F F F F
trainEx44 lowToMid F T 		F T T T T T T F T T F T T F F F F F
trainEx45 lowToMid F T F F F T T F F F T T T T T F F F F F
trainEx46 midToHigh F T F T T T T T F F T T T T T T F F F F
trainEx47 midToHigh F T F F F F T F F F T F T T T T F T T F
trainEx48 midToHigh F T F T F F F F F F T F F T T T F T T F
trainEx49 lowToMid F T T F F T F F F F T F T F F F F T T F
trainEx50 lowToMid F T F F F F F F F F T T T T F F F T F F
trainEx51 midToHigh F T T F F F F F F F T T T T T T F T F F
trainEx52 lowToMid F T F F T T F F F F T T T F F F F T T F
trainEx53 midToHigh F T F F F T F F F F T F T T T F F F F F
trainEx54 midToHigh T T F T T T F F F F T T F T T T F T T T
trainEx55 midToHigh F F F T T T T F F F T T T T T T F T T F
trainEx56 lowToMid F T F T F T T F F F T T T T T T F F F F
trainEx57 midToHigh F T T F T T F F F F T T F T F F F F F F
trainEx58 midToHigh T T T T F T T F F F T T F T T F F T F F
trainEx59 lowToMid F T F T T T T F F F T T T T F F F F F F
trainEx60 midToHigh F T F F F T F T F F T T F T F F F F F F
trainEx61 midToHigh F T T F F  T F F F F T F T T F F F T F F
trainEx62 lowToMid F T T F T F F F F F T T T T F F F T T F
trainEx63 lowToMid F T T F F F F F F F T F T T T F F T T T
trainEx64 midToHigh F T T F F T F F F F T F T T T F F T T T
trainEx65 lowToMid F T T F F T F F F F T T T T F F F F F F
trainEx66 midToHigh F T T F T T T F F F T F T F F F F T T T
trainEx67 midToHigh F T T F T T T F F F T T T T T F F T F F
trainEx68 midToHigh F F F T T F T F F F T F T T T T F T T F
trainEx69 midToHigh T F F T F T F F F F T T F T T T F T F F
trainEx70 lowToMid F T T F F T F F F F T T T F F F F T F F
trainEx71 lowToMid F T T F F T T F F F T F T T T T F T F F
trainEx72 lowToMid F T F F T T T T T F T T F T T F F F F F
trainEx73 lowToMid F T T F F T F F F F T T F T T T T T F F
trainEx74 midToHigh F T F T F T F F F F T F T T T T F T T T
trainEx75 lowToMid F T F F T T F F F F T T F T F F F T F F
trainEx76 lowToMid F T T F F T F F F F T T F T T F F F F F
trainEx77 lowToMid F T F T F T T F F F T T T T T F F F F F
trainEx78 midToHigh T T F T T T F F F F T T F T T F F T T T
trainEx79 midToHigh F T T F F F T F F F T F T T F F F T T T
trainEx80 midToHigh F F F T F T T F F F T T T T T T F T T F
trainEx81 lowToMid F T T F F T T F F F T T F T T F F F F F
trainEx82 midToHigh F T T F T T T F F F  T T F T T T F T T F
trainEx83 lowToMid T T F T T T F F F F T T F T T T F T T T
trainEx84 lowToMid F T T F F T T F F F T T T F F F F F F F
trainEx85 lowToMid F T T F T T T F F F T T T T F F F F F F
trainEx86 midToHigh F T F F T T T F F F T T T T T T F T T F
trainEx87 lowToMid F T F T F T T F F F T T F T T F F F F F
trainEx88 midToHigh F T F F T T T F F F T T T T F F F T F F
trainEx89 lowToMid F T T T F T F F F F T T T T F F F T F F
trainEx90 midToHigh F T T F T T F F F F T T T T T F F T T T
trainEx91 lowToMid F T T F F T F F F F T  T F T F F F F F F
trainEx92 midToHigh F T T T F T F F F F T T T T T F F T F F
trainEx93 midToHigh F T F F T T T F F F T T T T T T F F F F
trainEx94 lowToMid F T T F T T F F F F T T T T F F F T T F
trainEx95 lowToMid F T T F F F F F F F T T T T F F F T F F
trainEx96 lowToMid F T F F F T T F F F T T F T F F F T F F
trainEx97 midToHigh F T F T F T F F F F T T T T T F F T F F
trainEx98 lowToMid F T F F F F F F F F T F T T F F F T T F
trainEx99 midToHigh F T F T T T T F F F T T F T T T F T T F
trainEx100 lowToMid F T F T F   T F F F F T T T T T F F F F F
trainEx101 midToHigh F T F F F T T F F F T T T T T T F F F F
trainEx102 midToHigh F T T F T T T F F F T T F F F F F T F F
trainEx103 lowToMid F T T F F F T F F F T T F F F F F T F F
trainEx104 midToHigh F F F T F T F F F F T F F F F F F T T F
trainEx105 midToHigh F F F T F F F F F F T F F T T T F T T T
trainEx106 lowToMid F T F F F T T F F F T F T T T T F F F F
trainEx107 midToHigh T T F T F F F F F F T T F T T F F F F F
trainEx108 midToHigh F F F T F T F F F F T T F T T T F F F F
trainEx109 lowToMid F T T F F T F F F F T T F T T F F T F F
trainEx110 midToHigh F T T F T T F F F F T T T T F F F F F F
trainEx111 lowToMid F T T F F T F F F F T T T T T F F T F F
trainEx112 midToHigh T F F T T F F F F F T T F T T T F T F F
trainEx113 midToHigh F F F T F T T T F F T F T T T T F T T T
trainEx114 lowToMid F T T F F T T F F F T F F F F F F F F F
trainEx115 lowToMid F T F T T T T F F F T T T T T F F F F F
trainEx116 lowToMid F T F F F T T F F F T T T T T T F F F F
trainEx117 lowToMid F T F T T T F F F F T T F T F F F T T F
trainEx118 lowToMid T T T T T T F F F F T T F T T T F F F F
trainEx119 lowToMid F T T F F T F F F F T T T T T F F T F F
trainEx120 lowToMid F T T F F T F T T F T F T T T T F T T F
trainEx121 midToHigh T T F T F F F F F F T T F T T F F F F F
trainEx122 midToHigh F T T F F F F F F F F F T F F F F T T T
trainEx123 midToHigh T T F F T T F F F F T T F T F F F T F F
trainEx124 lowToMid F T T F F T F F F F T T T T F F F F F F
trainEx125 midToHigh F T T F F F F F F F T T T T T T F F F F
trainEx126 lowToMid F T F T T F T T T F T T T T T T F T F F
trainEx127 midToHigh T T F T T T F F F F T T F T T T F T T F
trainEx128 lowToMid F T T F T T T F F F T T F T F F F F F F
trainEx129 midToHigh F T T F F T T T F F T T F T F F F F F F
trainEx130 midToHigh T T F T T T F F F F T T F T T T F T T T
trainEx131 lowToMid F T T F F T F F F F T F T F F F F F F F
trainEx132 midToHigh F T T F F T F F F F T F T T T F F T F F
trainEx133 lowToMid F T F T F T T T T F T T F T F F F F F F
trainEx134 midToHigh F T T F F F T F F F T F T T T T F T T T
trainEx135 lowToMid F T T F F F F F F F T T T F F F F F F F
trainEx136 midToHigh F T F F F T T F F F T F T T T F F T T T
trainEx137 lowToMid F T F F F T F F F F T F T T F F F T T F
trainEx138 midToHigh T T F T F F F F F F T T F T F F F T F F
trainEx139 lowToMid F T T F T T F F F F T T T T T F F T T F
trainEx140 lowToMid F F F F F T T F F F T T T F F F F F F F
trainEx141 midToHigh T F F T F T F F F F T T F T F F F T T T
trainEx142 midToHigh T T T T T T F F F F T T F T T T F T T F
trainEx143 lowToMid F F F T F T F F F F T T F F F F F F F F
trainEx144 midToHigh F T T F F T T F F F T F T T T F F T F F
trainEx145 lowToMid F T F F F T F F F F T T F T T F F F F F
trainEx146 lowToMid F T T F T T F F F F T T F T F F F F F F
trainEx147 midToHigh T T F T T T F F F F T T F T T T F T T T
trainEx148 midToHigh F T F T T T F F F F T T F T T T F T T T
trainEx149 midToHigh F T T F F T T F F F T T F T T T F T T F
trainEx150 midToHigh F T F T T T T F F F T T T T T F F T F F
trainEx151 lowToMid T T F T F T F F F F T T F F F F F F F F
trainEx152 midToHigh F F F T F T T F F F T F T T T T F T T F
trainEx153 lowToMid T F F T T T F F F F T T F T T T F F F F
trainEx154 lowToMid F T F F T T F F F F T T F T T F F T F F
trainEx155 midToHigh F F F T F F T 			F F F T F F T T  T F T T T
trainEx156 lowToMid F T F F F T T F F F T F T T F F F T T F
trainEx157 lowToMid F T T F F F F F F F T F T F F F F T T F
trainEx158 lowToMid F T T T F T F F F F T T F T T T T F F F
trainEx159 lowToMid F T T F F T T F F F T T T T T T F F F F
trainEx160 midToHigh F T F T F T F F F F T T T T F F F F F F
trainEx161 midToHigh F F F T F T T F F F T T F T T T T F F F
trainEx162 lowToMid T T T T T T T T F F T T F T F F F T F F
trainEx163 lowToMid T T T T T T F F F F T T F T T T F T T F
trainEx164 lowToMid F T F T F T T F F F T T F T T T T F F F
trainEx165 midToHigh F T F F F T T F F F T F T T F F F T T F
trainEx166 lowToMid F T F T F T F F F F T T T T F F F F F F
trainEx167 midToHigh T T T T T T T T F F T T F T F F F T F F
trainEx168 midToHigh T T T F F T T F F F T T F T F F F T F F
trainEx169 midToHigh F T T F F F F F F F T T T T T F F T T F
trainEx170 midToHigh F F F T F T T F F F T F T T T T F T T T
trainEx171 midToHigh T T F T T T F F F F T T F T T T F T F F
trainEx172 lowToMid F T T F F T T T T F T F F F F F F T F F
trainEx173 midToHigh T F F T F T F F F F T T F T T T F F F F
trainEx174 lowToMid F T T F F T F F F F T T T T T T F F F F
trainEx175 midToHigh F T F T T T F F F F T T F T T T F T T F
trainEx176 midToHigh F T T F F T F F F F T T T T T F F F F F
trainEx177 midToHigh F F F T F T T  F F F T F F T T T F T T T
trainEx178 lowToMid F T T T F T T T T F T T F T F F F F F F
trainEx179 midToHigh F F F F F T F F F F T T T T T T F T F F
trainEx180 lowToMid T T T T T T F F F F T T F T T T F T T F
trainEx181 midToHigh F T F F F T F F F F T F T T T T F T F F
trainEx182 lowToMid F T T F F T T T T F T T T T T T F T T F
trainEx183 midToHigh T T F T F T F F F F T T F T T T F T F F
trainEx184 midToHigh F F F F F T T F F F T T T T F F F F F F
trainEx185 midToHigh F T T F F T F F F F T F T T F F F T F F
trainEx186 midToHigh T T F T F T F F F F T T F T T T F T T F
trainEx187 midToHigh F T T F F F T F F F T F T T T T F T T F
trainEx188 midToHigh F F F T F F F F F F T F F T T T F T T F
trainEx189 lowToMid F T T F F T F F F F T T F T T F F F F F
trainEx190 midToHigh F T F F T F T T T F T F F T F F F T T F
trainEx191 lowToMid F T T F T T T F F F T T T T T F F T F F
trainEx192 lowToMid F T F F F T T F F F T T T T T F F F F F
trainEx193 lowToMid F T T F F T F F F F T T F F F F F F F F
trainEx194 lowToMid T T T T F F F F F F T T F T F F F T T F
trainEx195 lowToMid F T T F F T T T T F T T F F F F F F F F
trainEx196 lowToMid F T T F F T T F F F T F T T F F F T T F
trainEx197 midToHigh T T F T T F F F F F T T T T T F F T T T
trainEx198 lowToMid F T T F F T F F F F T T F T T T F F F F
trainEx199 midToHigh F T F T T F T F F F T F F T T T F T T T
trainEx200 midToHigh F T F F T T F F F F T T F T F F F T F F
trainEx201 lowToMid F T F F F T T F F F T T T T T F F F F F
trainEx202 lowToMid F T T F F T F F F F T F T T T F F T T F
trainEx203 midToHigh F T F F F F T F F F T F F T T T F T T F
trainEx204 midToHigh T T T T T T F F F F T T F T T T F T T F
trainEx205 midToHigh F T F F F T T F F F T T T T T T F T T F
trainEx206 midToHigh F T T T T T T F F F T T F T F F F T T F
trainEx207 lowToMid F T T F F F F F F F T F T T F F F T T T
trainEx208 lowToMid F T T F F T F F F F T F F F F F F T F F
trainEx209 midToHigh F T F F F F T F F F T F F T T T F F F F
trainEx210 lowToMid F T T F F T F F F F T T F F F F F T F F
trainEx211 midToHigh F F F T F F T F F F T T F T T T F T T F
trainEx212 midToHigh F T T F T T T F F F T F T T T F F T T T
trainEx213 lowToMid T T F T F T T F F F T T F T F F F T F F
trainEx214 midToHigh T T F T F T F F F F T T F T T T F T T T
trainEx215 midToHigh F F F F F T T F F F T T T T F F F T F F
trainEx216 lowToMid F T F F F T F F F F T T T F F F F T F F
trainEx217 lowToMid F T T F F F F F F F T T F T F F F F F F
trainEx218 lowToMid F T F T F T F F F F T T F F F F F F F F
trainEx219 lowToMid F T T F F T T F F F T T T T T F F F F F
trainEx220 lowToMid F T F T F T T T F F T T T T F F F F F F
trainEx221 lowToMid F T T F F T T F F F T F T T F F F T T F
trainEx222 midToHigh T T F T F T F F F F T T F T T T F F F F
trainEx223 lowToMid F T T F T T T T F F T T F F F F F F F F
trainEx224 midToHigh F T F F F T F F F F T T T T T T F F F F
trainEx225 midToHigh T T F T F T T F F F T T F T T T F T T F
trainEx226 midToHigh F T F T F T F F F F T F F T T T F T T T
trainEx227 lowToMid F T F T F T T T T F T T F T F F F F F F
trainEx228 midToHigh F T F T F T F F F F T T F T F F F T F F
trainEx229 midToHigh F T F T F F F F F F T T F T T T F T T T
trainEx230 midToHigh T T F T T T T T F F T T F T T T F F F F
trainEx231 midToHigh F F F T F T T F F F T T F T T T F T T F
trainEx232 midToHigh F T F F F F T F F F T T F T T T F T F F
trainEx233 midToHigh F T F T T F F F F F T F T T T F F T T T
trainEx234 lowToMid F F F F F T F F F F T T T T F F F F F F
trainEx235 midToHigh F F F T F F F F F F T T F T T T T T F F
trainEx236 lowToMid F F F T F T F F F F T T F T F F F F F F
trainEx237 midToHigh T T F T F T F F F F T T F T F F F F F F
trainEx238 lowToMid F T F F T T T T F F T T F T F F F F F F
trainEx239 midToHigh F T F F T T T F F F T T T T F F F T F F
trainEx240 lowToMid F T T F T T T F F F T F T F F F F T T F
trainEx241 lowToMid F T T F F T T T F F T T T T F F F F F F
trainEx242 midToHigh F F F T T F F F F F T F T T T T F T T T
trainEx243 lowToMid F T T F F T T F F F T T F F F F F F F F
trainEx244 midToHigh F T T F F T F F F F T F T T F F F T F F
trainEx245 midToHigh F F F F F F T T F F F F F F F F F T T T
trainEx246 lowToMid F T F T F T T F F F T T T T T F F F F F
trainEx247 lowToMid T T F T F T F F F F T T F F F F F F F F
trainEx248 lowToMid F T F T F T F F F F T T F F F F F F F F
trainEx249 lowToMid T F F T T F T F F F T T F T F F F F F F
trainEx250 lowToMid F T T F F F F F F F T F T F F F F T T T
trainEx251 midToHigh T T F T T T T F F F T T F T T T F T T F
trainEx252 midToHigh F T T F F F T F F F T F T T F F F T T T
trainEx253 midToHigh F T T F F T F F F F T T T T T T F T F F
trainEx254 lowToMid F T T F T T F F F F T T T T F F F T T F
trainEx255 midToHigh F T F F F T T F F F T T T T T T F F F F
trainEx256 lowToMid F T T F F T F F F F T T T T F F F T T F
trainEx257 lowToMid F T F T F T F F F F T T F F F F F F F F
trainEx258 midToHigh F T T F F F F F F F T T T T T F F T T F
trainEx259 midToHigh F T T F F T T F F F T F T T T F F T F F
trainEx260 midToHigh T F F T T T F F F F T T F T T T F T T F
trainEx261 lowToMid F T T F T T T F F F T T T T T T F F F F
trainEx262 lowToMid F T T F F T T F F F T T T T T F F T F F
trainEx263 lowToMid T T F T F T F F F F T T F F F F F F F F
trainEx264 lowToMid F T T F F T T F F F T F F T F F F F F F
trainEx265 lowToMid T F F T T T T F F F T T F T T T F T T T
trainEx266 midToHigh F T F T T T F F F F T T T T T T F T F F
trainEx267 lowToMid T T T T F T F F F F T T F T F F F T F F
trainEx268 lowToMid F T T T F T T F F F T T T T F F F F F F
trainEx269 midToHigh F T T T T T T F F F T T T T T T F T T T
trainEx270 midToHigh F T F F F F F F F F T F T T T T F T T F
trainEx271 midToHigh F T F T F T T F F F T T T T T T F F F F
trainEx272 midToHigh F T F F F T F F F F T T T F F F F T F F
trainEx273 lowToMid F T F T F T T F F F T T F T T T F F F F
trainEx274 lowToMid F T F F T T F F F F T T T F F F F T T F
trainEx275 midToHigh F F F T F F T F F F T F T T T T F T T F
trainEx276 lowToMid F T T F F T F F F F T T F F F F F F F F
trainEx277 lowToMid F T F F F T T F F F T T T T T F F T F F
trainEx278 midToHigh F T T F F T F F F F T F T T T F F T T T
trainEx279 midToHigh F T T F F T T F F F T T T T T T F T T F
trainEx280 midToHigh F T T F F T F F F F T T F T F F F T T F
trainEx281 lowToMid F T T T F T F F F F T T T T T F F T F F
trainEx282 midToHigh F F F T F F T F F F T T T T T T F T T F
trainEx283 lowToMid F T T F T T F F F F T T T F F F F T T F
trainEx284 midToHigh F T T F F F T F F F T F F T F F F T T F
trainEx285 midToHigh F T F T F T T T F F T T T T T T F T T F
trainEx286 midToHigh F T F T F T T F F F T T T T T F F F F F
trainEx287 lowToMid F T T F F F T F F F T T T T T T F T F F
trainEx288 lowToMid F T T F F F F F F F T T F T T F F F F F
trainEx289 midToHigh F T F T F F F F F F T F F T T T F T T F
trainEx290 lowToMid F T F F F F F F F F T T T T T F F F F F
trainEx291 lowToMid F T T F F T T T T F T T F F F F F T F F
trainEx292 lowToMid F T T F T T F F F F T T T T F F F T T F
trainEx293 midToHigh F F F T F F T F F F T T F T T T T T F F
trainEx294 lowToMid F T T T T T T T T F T T T T T F F F F F
trainEx295 lowToMid F T T F F T F F F F T F T T T F F T T F
trainEx296 lowToMid T T F T T T T F F F T T F T T T F T F F
trainEx297 midToHigh T F F T T T F F F F T T F T T T F F F F
trainEx298 lowToMid T T T T F F F F F F T T F F F F F T F F
trainEx299 midToHigh F T F F F T T F F F T T T T T T F T T F
trainEx300 midToHigh F F F T T T F F F F T T F T T T F T T T
trainEx301 lowToMid F T F T F F F F F F T F F F F F F T T F
trainEx302 midToHigh F T T F F T F F F F T F T T T T F T T F
trainEx303 lowToMid F T F F F T T T T F T T F T T F F F F F
trainEx304 midToHigh F T T T F T T F F F T T F F F F F F F F
trainEx305 lowToMid F T T F F T T F F F T T F T T T F F F F
trainEx306 midToHigh F T T F F T T T F F T T F T F F F F F F
trainEx307 midToHigh F T T F F T T T F F T T T T F F F F F F
trainEx308 midToHigh T F F T F F F F F F T T T T T T F T T F
trainEx309 lowToMid F T T F F T F F F F T T T F F F F F F F
trainEx310 lowToMid T T T T T T F F F F T T F T F F F T T F
trainEx311 lowToMid T T F T T T T F F F T T F T T T F T T F
trainEx312 midToHigh F T F T F F F F F F T F T T T T F T T T
trainEx313 lowToMid T T F T F T F F F F T T F T T T F F F F
trainEx314 lowToMid T T F T T T F F F F T T F T T T F T F F
trainEx315 lowToMid T T T T T T T T F F T T F T T T F F F F
trainEx316 lowToMid T T T T F T F F F F T T F T T F F F F F
trainEx317 midToHigh T T T T T T T F F F T T F T T T F F F F
trainEx318 midToHigh F T T F F T F F F F T T F T F F F F F F
trainEx319 lowToMid F T T F T T T F F F T T F T F F F F F F
trainEx320 lowToMid F T F F T F F F F F T T F T F F F T F F
trainEx321 midToHigh F T F F F T F F F F T T T T T F F F F F
trainEx322 midToHigh T F F T F T F F F F T T F T T T F F F F
trainEx323 lowToMid F T T F F T F F F F T T T T T T F F F F
trainEx324 lowToMid F T T F F T F F F F T T F T T F F T F F
trainEx325 lowToMid T F F T F T F F F F T T F T T T F F F F
trainEx326 midToHigh T T F T T T F F F F T T F T T T F T T T
trainEx327 midToHigh F F F T F F F F F F T F T T T T F T T T
trainEx328 lowToMid F T T F F T T F F F T T T T F F F T F F
trainEx329 lowToMid T T F T F T F F F F T T F T T T F T F F
trainEx330 lowToMid F T T F F T F F F F T F T T T F F T T T
trainEx331 midToHigh T T F T F T T F F F T T F T T T F T F F
trainEx332 midToHigh T T F T F T F F F F T T F T T T F F F F
trainEx333 midToHigh F T F T F F T F F F T T F T T T F T F F
trainEx334 lowToMid F T T F F T T T T F T T F T F F F F F F
trainEx335 midToHigh F T T F F F F F F F T T T T F F F F F F
trainEx336 midToHigh F F F T F F F F F F T F F T T T F T T T
trainEx337 lowToMid F T T F F T F F F F T T F T F F F T T F
trainEx338 midToHigh T F F T F T F F F F T T F F F F F T F F
trainEx339 lowToMid F T T F T T T T T F T T T T F F F T F F
trainEx340 lowToMid F T F T F T T F F F T T T F F F F F F F
trainEx341 midToHigh T T F F F T F F F F T T F T T T F F F F
trainEx342 midToHigh F F F T F T F F F F T F F T T T F T T T
trainEx343 lowToMid F T F T T T T F F F T T T T F F F F F F
trainEx344 midToHigh F F F T F F F F F F T F F T T T F T T T
trainEx345 midToHigh T T T T F T F F F F T T F T T T F F F F
trainEx346 midToHigh F T F F F T F F F F T F T T T T F T T T
trainEx347 midToHigh F T F T F T T F F F T F T T T T F T T F
trainEx348 midToHigh F F F T F F F F F F T F F T T T F T T T
trainEx349 midToHigh F T T F F T T F F F T F T T T F F T F F
trainEx350 midToHigh T F F T T T F F F F T T F T T T F T T T
trainEx351 lowToMid F T F F F T F F F F T F F F F F F F F F
trainEx352 lowToMid F T T F F T F F F F T F T F F F F T F F
trainEx353 lowToMid F T T F T T F F F F T T T F F F F T T T
trainEx354 lowToMid F T T F F F F F F F T F T F F F F T T F
trainEx355 midToHigh F T T F F T F F F F T T T T T T F T T F
trainEx356 lowToMid F T F T T F F F F F T F F T F F F T T T
trainEx357 lowToMid F T F T F T F F F F T T F T T F F F F F
trainEx358 midToHigh F T F F F T F F F F T F T T T F F F F F
trainEx359 midToHigh F T F F F T F F F F T T T T T T F F F F
trainEx360 midToHigh F T T T F T F F F F T T F T T T F F F F
trainEx361 lowToMid T T F T T T F F F F T T F T F F F F F F
trainEx362 midToHigh F T T T F F T T F F T F F T T T F T T T
trainEx363 lowToMid F F F F F T T F F F T T T T T T F T T F
trainEx364 midToHigh T T F T T T F F F F T T F T F F F T T T
trainEx365 lowToMid F T F F F F F F F F T T T T F F F F F F
trainEx366 midToHigh F T T F F T F F F F T T T T T T F T F F
trainEx367 lowToMid F T T F F F T T F F T F T T T F F T T T
trainEx368 midToHigh F T T F F T F F F F T T T T T T F T F F
trainEx369 midToHigh F T F F F F F F F F T F T T T F F T T T
trainEx370 lowToMid F F F F F T T T F F T T F T F F F F F F
trainEx371 midToHigh F T T F F T T F F F T T T T T T F T F F
trainEx372 lowToMid F T F T F T F F F F T T F T F F F F F F
trainEx373 lowToMid F T T F F T T F F F T T T T T F F F F F
trainEx374 lowToMid F T F F F T F F F F T T T T F F F F F F
trainEx375 midToHigh F T F T F T F F F F T F T T T T F T T F
trainEx376 midToHigh T F F T T T F F F F T T F T T T F T T T
trainEx377 lowToMid F T T F F T F F F F T T F F F F F F F F
trainEx378 lowToMid F T T F F T F F F F T T T T T T F T F F
trainEx379 lowToMid F T F F F T F F F F T T F T T T F T F F
trainEx380 midToHigh F F F F T T F F F F T F F T T T F T T T
trainEx381 lowToMid F T T F F F T F F F T T T T T T F T F F
trainEx382 lowToMid F T T F F T F F F F T T F F F F F F F F
trainEx383 lowToMid F T T T T T F T F F T T T T T F F F F F
trainEx384 midToHigh F T T F F T F F F F T F T T F F F T T T
trainEx385 midToHigh F T T F F T F F F F T T F F F F F F F F
trainEx386 lowToMid F T T T F T F F F F T T T F F F F F F F
trainEx387 midToHigh F T F F F T T F F F T F T T F F F T T F
trainEx388 midToHigh T T F T F T T F F F T T F T T T F T T F
trainEx389 lowToMid F T F F F T T F F F T F F F F F F F F F
trainEx390 lowToMid F F F T F T T T F F T T F T T T F F F F
trainEx391 lowToMid F T F T F T F T T F T T F T F F F F F F
trainEx392 midToHigh T T F T T T F F F F T T F T T T F T T T
trainEx393 midToHigh F F F T T T T F F F T T F T T F F T F F
trainEx394 lowToMid F T F T F T T T F F T T T T F F F F F F
trainEx395 midToHigh F F F T T F T T T T T F F F F F F T T T
trainEx396 midToHigh F T T F F F F F F F T F T T T F F T T T
trainEx397 lowToMid F T T F F T F F F F T T T F F F F T F F
trainEx398 lowToMid F T F F F T F F F F T T T T F F F T F F
trainEx399 lowToMid F T T F F T F F F F T T T T F F F F F F
trainEx400 midToHigh F T T F T T T T F F T T T F F F F F F F
trainEx401 lowToMid F T T F T T T T T F T T F T F F F F F F
trainEx402 lowToMid F T F T F T T T F F T T T T T T F T T F
trainEx403 lowToMid F T T F F T F F F F T T F F F F F F F F
trainEx404 midToHigh F T F F F T T T F F T T T T T F F F F F
trainEx405 lowToMid F F F T F F F F F F T T F T T T F T T F
trainEx406 lowToMid F T T F T F F F F F T T T T F F F T T F
trainEx407 lowToMid F T F T T T T T T F T T F T T F F F F F
trainEx408 lowToMid F F F F F F T F F F T T T T T F F T F F
trainEx409 midToHigh F T F F F T T F F F T F T F F F F F F F
trainEx410 midToHigh F T F F F F T F F F T F T T F F F F F F
trainEx411 lowToMid F T T T T T T F F F T T F F F F F F F F
trainEx412 midToHigh T T T F T T T F F F T T F T T T F T F F
trainEx413 lowToMid F T F T F T T F F F T T T T F F F F F F
trainEx414 midToHigh F T T F F T F F F F T T T T T F F T F F
trainEx415 lowToMid F T F F F T T T F F T T T T T F F F F F
trainEx416 lowToMid F T T F F T F F F F T F F F F F F F F F
trainEx417 lowToMid F T T F F T F T F F T T F T T T F T F F
trainEx418 midToHigh T T F T F T F F F F T T F T T T F T T T
